,Post_Content,Date,Comments_Shares,All_Responses,Brand
1142,"Today's Q&A is now closed. Thanks for all your great questions and sorry we couldn’t get through them all.
For more healthy recipes: http://bit.ly/1OzdpIU
For more advice: http://bit.ly/1WZN61B","October 14, 2015",79 Comments103 Shares,1.7K,waitroseandpartners
1144,"Browse our top 10 indulgent chocolate recipes for #NationalChocolateWeek.
What’s your favourite chocolate recipe?
Find more recipes here: http://bit.ly/1OyRamk","October 13, 2015",14 Comments71 Shares,265,waitroseandpartners
1146,"Watch Silvana Franco’s delicious recipe for garlic mushrooms on toast as she visits the Waitrose Leckford Estate farm in Hampshire.
Read the recipe: http://bit.ly/1Otcxao","October 12, 2015",9 Comments23 Shares2.8K Views,64,waitroseandpartners
1148,Warm up before your blustery autumnal stroll with succulent roasted dry-aged beef. Find more Waitrose autumn inspiration here: http://bit.ly/1M3t2U8,"October 12, 2015",12 Comments14 Shares155K Views,191,waitroseandpartners
1150,Post a photo or tell us what makes your ultimate roast dinner in the comments below for a chance to win a Waitrose roast dinner for you and your friends! Terms: http://bit.ly/1YQTZnN,"October 11, 2015",1.1K Comments178 Shares,3.8K,waitroseandpartners
1152,"Watch our recipe for Plum Brioche Charlotte – a juicy plum pudding best served with a dollop of crème fraiche or Greek yogurt.
Find the full recipe here: http://bit.ly/1L0JLqm","October 10, 2015",4 Comments22 Shares2.6K Views,68,waitroseandpartners
1154,Enjoying a Friday night in? Why not try our simple recipe for chicken korma with apricots and cashews: http://bit.ly/1L3SpFv,"October 9, 2015",5 Comments8 Shares,49,waitroseandpartners
1156,"It’s nearly the weekend so why not treat yourself to our campfire brownies recipe topped with gooey marshmallows and drizzled chocolate.
Find the recipe here: http://bit.ly/1jMfSEv","October 9, 2015",19 Comments60 Shares,249,waitroseandpartners
1158,As the nights draw in why not make a soul warming fish pie with line caught haddock fillets. Find more Waitrose autumn inspiration here: http://bit.ly/1M3t2U8,"October 7, 2015",140 Comments241 Shares,4.1K,waitroseandpartners
1160,"Don’t forget, from today we will be charging 5p for single use carrier bags in all of our stores in England, in-line with new government policy.
All proceeds from the charge will be donated to good causes. Find out more here: http://bit.ly/1JODRrH","October 5, 2015",47 Comments26 Shares,195,waitroseandpartners
1162,As the nights draw in why not make a soul warming fish pie with line caught haddock fillets. Find more Waitrose autumn inspiration here: http://bit.ly/1M3t2U8,"October 5, 2015",22 Comments25 Shares329K Views,285,waitroseandpartners
1164,"Sabrina Ghayour shows you her recipe for spiced rack of lamb drizzled with a pomegranate syrup sauce.
Read the full recipe: http://bit.ly/1gTS13R","October 4, 2015",10 Comments8 Shares1.2K Views,31,waitroseandpartners
1166,"Watch John Whaite’s recipe for rhubarb Victoria Sponge – a delicious twist on a classic.
Read the full recipe here: http://bit.ly/1QCzOnE","October 4, 2015",7 Comments26 Shares2.5K Views,84,waitroseandpartners
1168,"What warming dishes are you cooking up this autumn?
Post photos or tell us your favourite comfort food in the comments below for a chance to win a Sage by Heston Blumenthal multi cooker! Terms: http://bit.ly/1YQTZnN","October 3, 2015",504 Comments70 Shares224K Views,739,waitroseandpartners
1172,"The Great British autumn. We help make it the warmest season of the year.
Find more Waitrose autumn inspiration here: http://bit.ly/1M3t2U8","October 2, 2015",68 Comments258 Shares499K Views,1.3K,waitroseandpartners
1174,"Watch our warming recipe for cauliflower, pear and blue cheese soup. Serve with chopped walnuts, parsley and ground black pepper.
Read the full recipe: http://bit.ly/1FhwVbr","October 1, 2015",6 Comments38 Shares2.5K Views,82,waitroseandpartners
1176,"Silvana Franco visits the Waitrose Leckford Estate and discovers the array of British produce grown there.
Read the sautéed chicken with cider and tarragon recipe here: http://bit.ly/1gTTUgM","October 1, 2015",11 Comments8 Shares1.6K Views,53,waitroseandpartners
1178,"Have you tried our Kiwi Berries? Grown in Herefordshire, these kiwi-grape hybrids are only around for three more weeks, so pick them up while you can!","September 30, 2015",70 Comments75 Shares,419,waitroseandpartners
1180,"Find a new favourite with these indulgent chocolate brownie recipes. From chocolate orange to caramel ripple, browse the recipes here: http://bit.ly/1YfOLl5","September 27, 2015",10 Comments33 Shares,197,waitroseandpartners
1182,"We’re inviting you to design a cake to celebrate The Queen’s 90th Birthday next year.
The design can be a drawing, illustration or even a photograph of the real thing!
The winning design will be sold exclusively in our branches next year. Enter here: http://bit.ly/1N7m2ex","September 26, 2015",85 Comments100 Shares,277,waitroseandpartners
1184,"Want to learn to cook, or pick up tasty food to go? Our brand new Cookery School In King’s Cross has it all!
Find us just off Granary Square: http://bit.ly/1OxVmnE
Follow us on Twitter @WaitroseCooksKX for more info","September 26, 2015",66 Comments114 Shares122K Views,1K,waitroseandpartners
1186,"Fish finger sandwiches with thickly sliced white bread, homemade tartare sauce, lettuce and tomatoes. Serve with pea puree on the side and enjoy!
Find the recipe here: http://bit.ly/1ijlNQv","September 25, 2015",10 Comments26 Shares,145,waitroseandpartners
1188,"Celebrate the start of Autumn with these tasty apple recipes. Which one is your favourite?
Plus, save a third on British apples and pears, in store and online: http://bit.ly/1KSpBDp","September 24, 2015",7 Comments24 Shares,109,waitroseandpartners
1190,"Waitrose King’s Cross is now open! Here’s a sneak peek of what you’ll find in your new store. It even has a Cookery School!
Find us here: bit.ly/1YzCwzU","September 24, 2015",112 Comments172 Shares165K Views,1.5K,waitroseandpartners
1192,"It’s meat-free Monday and we’re enjoying these baked blue cheese sweet potatoes, sprinkled with breadcrumbs for a crisp topping. Serve with a fresh green salad.
Recipe: http://bit.ly/1MsKqaF","September 21, 2015",8 Comments24 Shares,144,waitroseandpartners
1194,"We’re inviting you to design a cake to celebrate The Queen’s 90th Birthday next year.
The design can be a drawing, illustration or even a photograph of the real thing!
The winning design will be sold exclusively in our branches next year. Enter here: http://bit.ly/1N7m2ex","September 20, 2015",6 Comments11 Shares,47,waitroseandpartners
1196,"Watch Deliciously Ella’s vegan recipe for warming apple and blackberry crumble. What’s your favourite crumble recipe?
Read the full recipe here: http://bit.ly/1KlEpKl","September 19, 2015",8 Comments28 Shares2.3K Views,65,waitroseandpartners
1198,"Ever tried a 'Pizookie'?
It's a giant baked cookie with gooey, melted chunks of chocolate. Top with scoops of vanilla ice cream and share with friends.
Read the recipe here: http://bit.ly/1NrBGl6","September 18, 2015",98 Comments194 Shares,433,waitroseandpartners
1200,"Try these delicious individual pies filled with butternut squash, potato and Gruyère with a rich, creamy filling. Serve with a sharp, leafy salad.
Read the full recipe here: http://bit.ly/1L4n4qf","September 17, 2015",4 Comments13 Shares,97,waitroseandpartners
1202,Don't miss our Autumn Half Price Event and stock up on hundreds of products including household goods and cupboard must-haves: http://bit.ly/1Yb3IVC,"September 16, 2015",2 Comments19 Shares,113,waitroseandpartners
1204,Have you Picked Your Own Offers? Pick 10 items and save 20% every time you shop.,"September 15, 2015",77 Comments30 Shares,625,waitroseandpartners
1206,"Watch our simple recipe for Indian-inspired curry: mushroom and butternut dhal with poached eggs, great for meat-free monday.
Read the recipe: http://bit.ly/1OahRit","September 14, 2015",3 Comments29 Shares2K Views,59,waitroseandpartners
1208,"Savour the flavours of British Autumn with our delicious strudel recipe filled with apples, pears, nuts and berries.
Read the full recipe here: http://bit.ly/1i3I0BV","September 13, 2015",6 Comments28 Shares2K Views,92,waitroseandpartners
1210,"Calling all budding bakers! We’re inviting you to design a cake to celebrate The Queen’s 90th Birthday in 2016.
The winning design will be sold exclusively in our stores next year. Enter here: http://bit.ly/1N7m2ex","September 12, 2015",20 Comments29 Shares,95,waitroseandpartners
1212,Add extra fibre to your meals by leaving the skin on root vegetables. Browse some of our delicious vegetable recipes.,"September 10, 2015",3 Comments6 Shares,47,waitroseandpartners
1214,"Watch our recipe for Japanese-style shredded vegetable pancakes served with wasabi mayonnaise and pickled ginger.
Read the full recipe here: http://bit.ly/1UwHGrM","September 7, 2015",4 Comments52 Shares2.4K Views,79,waitroseandpartners
1216,Watch Deliciously Ella’s simple recipe for vegan banana bread. Read the full recipe here: http://bit.ly/1FkThmE,"September 6, 2015",1 Comment42 Shares2.6K Views,70,waitroseandpartners
1218,"Meet Italian cheesemaker Erika Colla, and see how her family dairy produces Parmigiano Reggiano for Waitrose.
Find our Parmiginao Reggiano here: http://bit.ly/1JOAXts","September 5, 2015",1 Comment14 Shares1.6K Views,59,waitroseandpartners
1220,"Our £10 Dinner For Two is back! Choose one main course, one side, one starter or dessert and one bottle of wine, chocolates or soft drink. Available in store and online: http://bit.ly/1LWOEHb
Who will you share yours with?","September 4, 2015",40 Comments47 Shares,442,waitroseandpartners
1222,Bottle up the flavours of the summer with these homemade cordial recipes. Which one is your favourite? http://bit.ly/1ETBJ0U,"September 3, 2015",3 Comments17 Shares,79,waitroseandpartners
1224,Keep the kids entertained and try our fun recipe for frozen yogurt bites. Try experimenting with different yogurt flavours and fruit.,"September 2, 2015",10 Comments55 Shares5.2K Views,162,waitroseandpartners
1226,"Calling all budding bakers! We’re inviting you to design a cake to celebrate The Queen’s 90th Birthday in 2016.
The winning design will be sold exclusively in our branches next year. Enter here: http://bit.ly/1N7m2ex","September 2, 2015",32 Comments38 Shares,98,waitroseandpartners
1228,"These simple pesto recipes are packed full of flavour. Find all recipes here: http://bit.ly/1Ee9GOH
Which one will you try?","September 1, 2015",2 Comments13 Shares,80,waitroseandpartners
1230,"Prepare our salmon niçoise in a jar the night before for a quick and simple lunch. Gently shake before serving.
Read the full recipe: http://bit.ly/1LoBMcF","September 1, 2015",10 Comments99 Shares8.6K Views,232,waitroseandpartners
1232,"Grilled peaches, strawberries and fluffy marshmallow drizzled with an indulgent caramel sauce – the ultimate treat this Bank Holiday.","August 31, 2015",15 Comments75 Shares4.3K Views,253,waitroseandpartners
1234,"Who’s having a meat-free Bank Holiday?
Why not try our aubergine salsa verde and ricotta recipe for lunch today: http://bit.ly/1NJkPXQ","August 31, 2015",21 Shares,95,waitroseandpartners
1236,"Watch Great British Bake Off’s Martha Collison show you how to make pork and chorizo sausage rolls – perfect for a picnic in the park this weekend!
Read the full recipe here: http://bit.ly/1IZCutf","August 30, 2015",3 Comments21 Shares2K Views,78,waitroseandpartners
1238,"Who’s lucky enough to be barbecuing this weekend? Enjoy 3 for £10 across selected meat. Find all these products and more in store and online: http://bit.ly/1KzIp6b
Tell us what you're cooking this weekend?","August 29, 2015",2 Shares,57,waitroseandpartners
1240,"Celebrate the Bank Holiday weekend with a few of our favourite summer drinks: http://bit.ly/1MvF10H
What’s your ultimate summertime drink?","August 28, 2015",1 Comment6 Shares,67,waitroseandpartners
1242,"A big thank you to everyone who shared their ultimate #TasteOfSummer over the past couple of months. Here are just a few of our favourites!
All winners have now been notified.
View more entries here: http://bit.ly/1KrNql5","August 28, 2015",1 Comment9 Shares1.7K Views,67,waitroseandpartners
1246,"Watch Anjum Anand’s recipe for tandoori salmon. Serve with potato salad, coriander sprigs and lime wedges.
Read the full recipe here: http://bit.ly/1TQj3pu","August 27, 2015",1 Comment27 Shares1.3K Views,60,waitroseandpartners
1248,"Last chance! WIN a full summer party menu from us. Simply tell us your #TasteOfSummer in the comments for the chance of winning.
Ends today at 23.59.
Terms: http://bit.ly/1KrNql5...
See More","August 26, 2015",99 Comments14 Shares,203,waitroseandpartners
1250,"Watch our recipe for chocolate and cherry Lamingtons coated in jam and coconut chunks – great with a cup of tea!
Read the recipe: http://bit.ly/1Px2oXx","August 26, 2015",9 Comments32 Shares2K Views,93,waitroseandpartners
1252,"Share your #TasteOfSummer for the chance to WIN a full summer party menu catered for by us!
Simply tell us your #TasteOfSummer in the comments below.
Terms: http://bit.ly/1KrNql5...
See More","August 25, 2015",68 Comments25 Shares,156,waitroseandpartners
