,Date,Brand,Post_Content,All_Responses,Comments,Shares,Views,Contains_Link,Contains_Video
427,"May 1, 2017",Sainsburys,Why have a bacon and egg sarnie when you can have one of THESE bad boys instead? 🍳 Exactly. Click here for full recipe: http://bit.ly/2prC8rz,2000,603,762,404000,True,True
428,"April 30, 2017",Sainsburys,"Fresh, fast and fabulous – chorizo tacos will be your new Friday night favourite! Get the Sainsbury’s magazine recipe: http://bit.ly/2qeQHyH",91,16,20,23000,True,True
429,"April 30, 2017",Sainsburys,"Salad? For BREAKFAST? It’s a thing, people. Here’s how to get yours 🌱🌱🌱",80,10,8,0,False,False
430,"April 29, 2017",Sainsburys,Shhh… beetroot is the secret ingredient to these squidgy chocolate brownies. Get the recipe: http://bit.ly/2qe82L3,482,52,105,0,True,False
431,"April 29, 2017",Sainsburys,Who knew you could make ice cream from just TWO ingredients? 😋😋😋 It’s even vegan! Cheers Jason Vale Juice Master. Click here for full recipe: http://bit.ly/2qewg51,1000,432,442,431000,True,True
432,"April 28, 2017",Sainsburys,"Sorry for the dip in availability, houmous is now BACK. Don’t all rush at once http://bit.ly/2qeTDho",2100,908,152,0,True,False
433,"April 28, 2017",Sainsburys,"Food + outside = picnic, so head out and bring a brolly (just in case): http://bit.ly/2pFTPq6",698,109,36,1100000,True,True
434,"April 28, 2017",Sainsburys,"Meet your new culinary best mate - sumac. Peps up chicken, takes roast veg to the next level, and makes houmous ZING. Here's how: http://bit.ly/2pvQgCH",61,4,5,11000,True,True
435,"April 28, 2017",Sainsburys,Grab a spoon and dive into Sainsbury's magazine's deep-dish cookie! Get the recipe: http://bit.ly/2popklw,219,97,69,40000,True,True
436,"April 27, 2017",Sainsburys,Granola bars made in the FREEZER? Jason Vale Juice Master shows us how with these mega vegan and gluten-free granola bars 😍 http://bit.ly/2oMnoCf,1900,882,894,427000,True,True
437,"April 26, 2017",Sainsburys,"Not quite as cute as the real thing, but it was a close call. 🐶 Take a look at the full #SainsburysHome collection here: http://bit.ly/2pWs1tG",196,99,29,32000,True,True
438,"April 26, 2017",Sainsburys,"HELLO choc orange porridge 😍 Have you tried cacao yet? It's the raw, better-for-you chocolate taste. Give it a go 🍫
Get the full recipe here: http://bit.ly/2pVdT3L
Recipe by Rachel Maylor",913,265,173,226000,True,True
439,"April 25, 2017",Sainsburys,Don't throw it away - put an egg on it. Here's how these crackers are perfect for using up leftovers. #WasteLessSaveMore,101,10,16,0,False,False
440,"April 24, 2017",Sainsburys,Take a bow poke (“po-kay”) – the hottest new bowl food around! Get the Sainsbury’s magazine tofu and avocado recipe: http://bit.ly/2pZqTWf,160,27,24,0,True,False
441,"April 23, 2017",Sainsburys,"Sabrina Ghayour's fruity pear, blueberry and hazelnut cake is the perfect afternoon tea treat! Get the Sainsbury’s magazine recipe: http://bit.ly/2pjTx86",310,25,59,0,True,False
442,"April 23, 2017",Sainsburys,There’s a new veggie Sunday lunch on the block… say HELLO to Sainsbury’s magazine’s sweet potato pastilla! Get the recipe: http://bit.ly/2pY8mK6,606,131,150,107000,True,True
443,"April 22, 2017",Sainsburys,Giant Yorkshire puddings you can fit your whole Sunday roast in. Because everyone knows they're the best bit. Get the full recipe here: http://bit.ly/2o9ckyM,5200,3200,2071,999000,True,True
444,"April 21, 2017",Sainsburys,"Ice cream vans, short sleeves and no shoes... Hurry up Summer!",1700,55,114,1400000,False,True
445,"April 21, 2017",Sainsburys,"Did you know used teabags could make your roast dinner taste even better? Stick the kettle on, it's National Tea Day after all. #WasteLessSaveMore",150,14,74,0,False,False
446,"April 20, 2017",Sainsburys,Fancy a veggie supper that's lower in carbs? Us too. Courgetti topped with veggie meatballs. Yum. 😍 http://bit.ly/2oCoRh9,1200,465,426,223000,True,True
447,"April 20, 2017",Sainsburys,"Don't mind us, we're enjoying these RAINBOW summer rolls: http://bit.ly/2pUkDPz",477,56,66,0,True,False
448,"April 19, 2017",Sainsburys,Hey there SAUCY sticky toffee! This will fast become your new favourite pud! Get the Sainsbury’s magazine recipe: http://bit.ly/2oCgwKq,320,31,103,30000,True,True
449,"April 19, 2017",Sainsburys,"Our 'What’s For Dinner' cookbook is in store NOW, packed full of easy midweek meals – and we’ve got 20 free copies to give away! Tell us your favourite midweek recipe in the comments below to enter. T&Cs apply: http://bit.ly/2pC9vKJ",269,282,21,19000,True,True
450,"April 19, 2017",Sainsburys,"We reckon yogurt cake might be even better than regular cake. Yep, you heard us. Get the full recipe for orange yogurt cake here:
http://bit.ly/2oCoYcW 👌",1800,272,999,415000,True,True
451,"April 19, 2017",Sainsburys,"Step away from the carrot sticks. It's time to shake up your crudité game with these creative ideas. Bright, raw beetroot with a creamy feta dip? We're ready to dunk. http://bit.ly/2pfIsF1",60,2,5,11000,True,True
452,"April 15, 2017",Sainsburys,"3 EPIC leftover lamb recipes, featuring sticky buns, wraps and chickpea pilaf. http://bit.ly/2o8lZpg",816,414,315,239000,True,True
453,"April 13, 2017",Sainsburys,That's how we roll! Have you played our Egg Roller game yet? Have a go at beating our top score if you think you’re hard enough…http://bit.ly/2oUntrh,102,39,46,0,True,False
454,"April 13, 2017",Sainsburys,"How to build the egg-rolling machine to end all egg-rolling machines - and the kids can even help 😀. Fancy giving it a crack? Check it out here: http://bit.ly/2p15HPb #Nevergrowingup
Thanks for the invention Tom Lawton.",2900,349,372,1900000,True,True
455,"April 13, 2017",Sainsburys,CHOCOLATE CAKE ALERT! Now we've got your attention... Grab a slice and read our fully iced history of your favourite baked treat - with 26 glorious recipes to try: http://bit.ly/2oCaxFq,87,5,8,23000,True,True
456,"April 13, 2017",Sainsburys,Love brownies? Love bacon? Put your hands together for Sainsbury’s magazine maple bacon brownies. Get the recipe: http://bit.ly/2o5TYPU,247,376,115,71000,True,True
457,"April 12, 2017",Sainsburys,"Hurrah, asparagus season has arrived! Celebrate with Sainsbury’s magazine’s zesty salmon traybake. Get the RECIPE: http://bit.ly/2oBY19e",438,33,54,0,True,False
458,"April 11, 2017",Sainsburys,"Easter: the perfect excuse to fill your home with cute, cuddly toys. Visit a store to shop the collection.",190,16,11,19000,False,True
459,"April 11, 2017",Sainsburys,"Look guys - it's British radish season, we're excited and we don't care who knows it 😎. Here are the best ways to eat ‘em up: http://bit.ly/2onQo5N",88,5,7,0,True,False
460,"April 11, 2017",Sainsburys,How far can you get your egg down the hill without cracking it? Watch out for the obstacles waiting to scramble your way. Play our egg roller game here: http://bit.ly/2oUntrh,99,45,51,0,True,False
461,"April 11, 2017",Sainsburys,"Easter! Best ever gluten-free hot cross buns - what could be better? Nothing, that's what. Here's the recipe: http://bit.ly/2oalMo6",735,721,328,266000,True,True
462,"April 10, 2017",Sainsburys,Give your Easter lunch a twist with Gizzi Erskine’s Greek lamb with pilaf rice. Get the Sainsbury’s magazine RECIPE: http://bit.ly/2nZy8wI,191,24,26,0,True,False
463,"April 10, 2017",Sainsburys,Step away from the Easter eggs! We've discovered a whole new way to eat choccie - say hello to homemade chocolate bark. Yum. http://bit.ly/2oahZHg #nevergrowingup,1600,514,716,296000,True,True
464,"April 9, 2017",Sainsburys,"Yes, these delicious recipes really are gluten free.",124,50,61,0,False,False
465,"April 9, 2017",Sainsburys,"Have you fallen for matcha yet? Perhaps it's time you did... try this beautiful white chocolate bark recipe. As pretty as it is more-ish, we promise.",100,20,19,0,False,False
466,"April 9, 2017",Sainsburys,Hot cross bun croutons + micro eggs + super-cute bunny ears = the cutest and most indulgent Easter treat. EVER. Pass us a spoon: http://bit.ly/2oFKbPF #Nevergrowingup,1000,309,278,283000,True,True
467,"April 7, 2017",Sainsburys,A GIANT Easter nest cake – what chocolate dreams are made of. 🐥 Get the Sainsbury’s magazine recipe: http://bit.ly/2mPv3TH,385,63,94,39000,True,True
468,"April 6, 2017",Sainsburys,You'll be dreaming in technicolour with these beauties 😍. Browse the #SainsburysHome collection: http://bit.ly/2nLevv2,462,58,11,72000,True,True
469,"April 6, 2017",Sainsburys,"These bunny mouth biscuits are a sweet treat and hilarious party prop all in one super-cute package. So that's Easter sorted, then. 🐰 http://bit.ly/2oFOWcd #Nevergrowingup",527,83,178,149000,True,True
470,"April 6, 2017",Sainsburys,Got food to use up? Put it in empanadas - posh pastry pockets for your leftovers #WasteLessSaveMore,73,6,12,0,False,False
471,"April 5, 2017",Sainsburys,"What are you having for dinner tonight? Use your noodle - or, actually, your BOODLES with this tasty idea. Butternut squash noodles with peanut chicken. Boodle-icious! Hit ❤️ if you'll be giving these a try. http://bit.ly/2nAVRCi",632,114,261,86000,True,True
472,"April 5, 2017",Sainsburys,"Get set for the long Easter weekend with this gooey butterscotch tart recipe, in the NEW issue of Sainsbury’s magazine – OUT NOW! http://bit.ly/2njkN1Q",226,18,24,30000,True,True
473,"April 4, 2017",Sainsburys,"Good things happen when chorizo, cheese and potatoes come together. Get the Sainsbury’s magazine chorizo and Manchego potato bake recipe: http://bit.ly/2o6l9fv",884,198,182,0,True,False
474,"April 4, 2017",Sainsburys,"When life (or over-shopping) gives you lemons, don't worry - we know what to do. Use them up in one of these tasty ideas. Zesty! #WasteLessSaveMore 🍋🍋",120,14,25,0,False,False
475,"April 3, 2017",Sainsburys,"Fondant choccie eggs. Yes, you can make them at home and yes, they’re INCREDIBLE: http://bit.ly/2o24xWb #Nevergrowingup
Thanks for the recipe Paul A Young Fine Chocolates.",11000,5600,6565,2600000,True,True
476,"April 2, 2017",Sainsburys,Hot cross buns just got super-sized. Get the Sainsbury’s magazine recipe: http://bit.ly/2o2X6f7,484,63,43,0,True,False
477,"April 2, 2017",Sainsburys,Vegans! Thought Yorkies were out of the picture? They aren’t - here’s how to make them totally dairy-free *fist pump*.,3300,3000,2654,662000,False,True
478,"April 1, 2017",Sainsburys,Excuse us a minute while we dive head first into THIS Nutella soufflé cake. Get the Sainsbury’s magazine recipe: http://bit.ly/2nTeI0f,792,171,154,92000,True,True
479,"April 1, 2017",Sainsburys,"Fancy an easy meal with hardly any washing up? Of course you do! These simple, one-pot meals are no flash in the pan.",255,13,25,0,False,False
480,"March 31, 2017",Sainsburys,"Can’t face any more crisps? Popped too much popcorn? Spice up your snacking with these roasted chickpeas. Now, what’s on telly? http://bit.ly/2nS4DgH",4100,1300,3495,574000,True,True
481,"March 31, 2017",Sainsburys,"Worldly travel decor, without the long haul flight and mosquito bites. Ideal. Browse the #SainsburysHome range: http://bit.ly/2nOTE7B",165,17,4,23000,True,True
482,"March 30, 2017",Sainsburys,"That’s what we call a showstopper 👀 Tear and share rainbow bread, with extra mini chocolate eggs. Happy days. http://bit.ly/2nYpPV7",10000,2800,3880,2400000,True,True
483,"March 30, 2017",Sainsburys,"How to turn leftover pizza into an eggy brekkie, lasagne or a savoury bread pudding. Genius and everyone will want a slice. #WasteLessSaveMore",55,25,15,0,False,False
484,"March 29, 2017",Sainsburys,"Cauliflower cheese, but in a PIE. Get our recipe:
http://bit.ly/2mP3Yju",450,207,95,0,True,False
485,"March 29, 2017",Sainsburys,Trying to give up refined sugar? The struggle is real. But here are some tempting treats to make you feel better. Sweet!,121,21,16,23000,False,True
486,"March 28, 2017",Sainsburys,Because who doesn’t love a SURPRISE? Get the Sainsbury’s magazine hidden carrot cake recipe: http://bit.ly/2nTbmKO,649,68,90,120000,True,True
487,"March 27, 2017",Sainsburys,"It's nearly Easter, which means one thing... FUN! #Nevergrowingup",148,37,33,50000,False,True
488,"March 27, 2017",Sainsburys,"Together, we've raised just over £11.6M for Comic Relief. Woohoo. Thanks for all your help.",3500,66,272,102000,False,True
489,"March 26, 2017",Sainsburys,Fancy a roast dinner that's just 500 calories? Your wish is our command. Behold this 500 cal roast chicken dinner. Eating is believing.,149,19,23,28000,False,True
490,"March 26, 2017",Sainsburys,"What are you having for breakfast? We're going with SQUAFFLES, spicy chorizo and poached eggs. Tap ❤️️ if you'll be giving these a try. Recipe: http://bit.ly/2n1BA9z",1200,390,119,0,True,False
491,"March 25, 2017",Sainsburys,"You’ve heard of cooking chicken in wine, but what about getting some bubbles involved? Introducing: prosecco chicken 🙌 http://bit.ly/2nstpDQ",2400,2500,1552,589000,True,True
492,"March 25, 2017",Sainsburys,Nothing says 'I love you' like breakfast in bed.,144,11,15,0,False,False
493,"March 24, 2017",Sainsburys,Leftover cauliflower or half an avocado sitting in the fridge? Turn them into one of these sweet treats for Mum. That really takes the cake. #WasteLessSaveMore,48,3,5,0,False,False
494,"March 23, 2017",Sainsburys,Woah. Scones made of Earl Grey tea. Lucky we always keep emergency jam in the fridge: http://bit.ly/2nai4LH,856,249,364,186000,True,True
495,"March 23, 2017",Sainsburys,"From cupcakes to tarts, these recipes will definitely earn you some brownie points this Mother's Day. #Makingformum",158,4,47,0,False,False
496,"March 22, 2017",Sainsburys,Spring has sprung in the form of SUPER GREEN risotto. Get the Sainsbury’s magazine recipe: http://bit.ly/2ndbMed,57,11,9,0,True,False
497,"March 22, 2017",Sainsburys,Apple rose tarts almost too pretty to eat… but not quite. Get the Sainsbury’s magazine recipe: http://bit.ly/2nv12F6,262,11,30,0,True,False
498,"March 21, 2017",Sainsburys,"From meatballs to stir fry, leftovers make great lunches if you use your loaf. Take your lunchbox to the next level with these super sandwiches. #WasteLessSaveMore",108,10,12,0,False,False
499,"March 20, 2017",Sainsburys,This is your one week reminder. Treat mum to something special this Sunday. #SainsburysHome.,205,17,9,25000,False,True
500,"March 20, 2017",Sainsburys,"You butter-nut believe it, squash tastes great in chocolate cake. Get the Sainsbury’s magazine recipe: http://bit.ly/2m0MFLP",482,127,142,66000,True,True
501,"March 19, 2017",Sainsburys,Fancy toast toppings that aren't beans on toast. AND there's a pudding one. Yaaas 👏,275,43,30,201000,False,True
502,"March 19, 2017",Sainsburys,"Oh hey cutie pie 😊 Our best ever Mother’s Day flower pie recipe - what’s everyone else cooking their Mum this year? We'd love to know.
http://bit.ly/2nebFPu",403,25,170,79000,True,True
503,"March 18, 2017",Sainsburys,"Give your bedroom some hygge with a Scandi-style spring make-over. These fresh layered whites and greys make a bright, beautiful sleep sanctuary. Annnnnd, relax. #SainsburysHome",278,15,10,45000,False,True
504,"March 18, 2017",Sainsburys,Watch everyone do a double-take as you serve up a cupcake flowerpot bouquet for afternoon tea… Get the Sainsbury’s magazine recipe: http://bit.ly/2lE18x0,425,42,86,45000,True,True
505,"March 18, 2017",Sainsburys,Go on… shower her with FABULOUS gifts this Mother's Day. You know she deserves it. #SainsburysHome,93,2,4,0,False,False
506,"March 17, 2017",Sainsburys,Chocolate fan? Then it's time to take a 10 min break from whatever you're doing. Hit ❤️️ if you'd love some of THIS. http://bit.ly/2nBaeqL,3200,632,1908,411000,True,True
507,"March 17, 2017",Sainsburys,Can you find all 10 Noses? Look around the 360 video to spot them before your time's up. Don’t forget to pick up your special surprise bag in store or online and see which character you get: http://bit.ly/2nzQu7F,402,68,126,211000,True,True
508,"March 16, 2017",Sainsburys,Want to know how to make a pizza base out of leftover mushrooms? Course you do - here's how. #WasteLessSaveMore,85,21,25,0,False,False
